GAME_DATE,player_name,points,rebounds,assists,threept_fg,steals,blocks,minutes
2025-10-21,Steven Adams,4,13,3,0,0,0,36
2025-10-24,Steven Adams,11,10,0,0,3,0,26
2025-10-27,Steven Adams,4,8,1,0,0,1,16
2025-10-29,Steven Adams,12,12,2,0,1,1,20
2025-11-01,Steven Adams,4,5,3,0,0,0,14
2025-11-03,Steven Adams,4,9,1,0,2,2,23
2025-11-05,Steven Adams,0,0,0,0,0,0,0
2025-11-07,Steven Adams,3,8,1,0,1,0,20
2025-11-09,Steven Adams,12,6,1,0,0,0,22
2025-11-12,Steven Adams,5,8,4,0,0,2,17
2025-11-14,Steven Adams,5,11,0,0,1,2,18
2025-11-16,Steven Adams,3,13,0,0,0,0,27
2025-11-19,Steven Adams,6,11,3,0,0,1,28
2025-10-22,Bam Adebayo,15,12,2,1,0,0,34
2025-10-24,Bam Adebayo,24,5,4,4,1,0,28
2025-10-26,Bam Adebayo,19,13,3,1,1,0,30
2025-10-28,Bam Adebayo,26,6,2,3,0,0,30
2025-10-30,Bam Adebayo,31,10,3,4,1,1,37
2025-11-02,Bam Adebayo,17,8,5,1,3,1,36
2025-11-03,Bam Adebayo,25,10,4,2,2,0,30
2025-11-05,Bam Adebayo,2,1,0,0,0,0,8
2025-11-07,Bam Adebayo,0,0,0,0,0,0,0
2025-11-08,Bam Adebayo,0,0,0,0,0,0,0
2025-11-10,Bam Adebayo,0,0,0,0,0,0,0
2025-11-12,Bam Adebayo,0,0,0,0,0,0,0
2025-11-14,Bam Adebayo,0,0,0,0,0,0,0
2025-11-17,Bam Adebayo,0,0,0,0,0,0,0
2025-11-19,Bam Adebayo,20,7,3,3,1,2,29
2025-10-22,Grayson Allen,18,5,7,3,1,0,36
2025-10-24,Grayson Allen,12,1,5,3,1,1,29
2025-10-25,Grayson Allen,17,4,5,5,1,0,33
2025-10-27,Grayson Allen,23,2,5,4,1,0,42
2025-10-29,Grayson Allen,14,3,4,2,0,0,36
2025-10-31,Grayson Allen,14,7,6,2,3,1,32
2025-11-02,Grayson Allen,17,3,3,5,0,0,34
2025-11-04,Grayson Allen,16,4,5,4,3,0,35
2025-11-06,Grayson Allen,18,3,4,4,3,1,37
2025-11-08,Grayson Allen,14,0,3,4,1,0,31
2025-11-10,Grayson Allen,42,2,4,10,3,0,28
2025-11-12,Grayson Allen,23,5,3,4,3,1,33
2025-11-13,Grayson Allen,12,1,2,1,1,0,12
2025-11-16,Grayson Allen,0,0,0,0,0,0,0
2025-11-18,Grayson Allen,0,0,0,0,0,0,0
2025-10-22,Jarrett Allen,4,4,1,0,2,0,28
2025-10-24,Jarrett Allen,22,7,4,0,2,1,30
2025-10-26,Jarrett Allen,8,11,1,0,1,0,26
2025-10-27,Jarrett Allen,20,7,2,0,1,0,25
2025-10-29,Jarrett Allen,16,6,1,0,1,1,25
2025-10-31,Jarrett Allen,0,0,0,0,0,0,0
2025-11-02,Jarrett Allen,0,0,0,0,0,0,0
2025-11-05,Jarrett Allen,24,10,1,0,3,3,29
2025-11-07,Jarrett Allen,16,14,3,0,2,1,26
2025-11-08,Jarrett Allen,11,3,2,0,1,2,25
2025-11-10,Jarrett Allen,14,7,2,0,0,1,21
2025-11-12,Jarrett Allen,30,10,2,0,0,0,27
2025-11-13,Jarrett Allen,6,8,0,0,1,1,21
2025-11-15,Jarrett Allen,16,6,2,0,0,1,26
2025-11-17,Jarrett Allen,12,6,2,0,0,1,25
2025-11-19,Jarrett Allen,8,7,3,0,1,0,28
2025-10-22,Kyle Anderson,0,0,0,0,0,0,0
2025-10-24,Kyle Anderson,0,0,0,0,0,0,0
2025-10-27,Kyle Anderson,0,0,0,0,0,0,0
2025-10-29,Kyle Anderson,0,0,0,0,0,0,0
2025-10-31,Kyle Anderson,8,3,3,0,0,0,25
2025-11-02,Kyle Anderson,5,0,2,0,1,0,12
2025-11-03,Kyle Anderson,0,0,0,0,0,0,0
2025-11-05,Kyle Anderson,0,0,0,0,0,0,0
2025-11-07,Kyle Anderson,8,4,4,0,0,0,12
2025-11-10,Kyle Anderson,0,0,0,0,0,0,0
2025-11-11,Kyle Anderson,0,0,0,0,0,0,0
2025-11-13,Kyle Anderson,0,0,0,0,0,0,0
2025-11-16,Kyle Anderson,0,0,0,0,0,0,0
2025-11-18,Kyle Anderson,5,3,5,0,2,0,20
2025-10-22,Giannis Antetokounmpo,37,14,5,1,0,0,27
2025-10-24,Giannis Antetokounmpo,31,20,7,2,0,1,38
2025-10-26,Giannis Antetokounmpo,40,14,9,1,2,2,33
2025-10-28,Giannis Antetokounmpo,37,8,7,0,1,2,33
2025-10-30,Giannis Antetokounmpo,0,0,0,0,0,0,0
2025-11-01,Giannis Antetokounmpo,26,11,8,1,1,1,32
2025-11-03,Giannis Antetokounmpo,33,13,5,1,2,0,32
2025-11-04,Giannis Antetokounmpo,22,8,3,0,0,1,24
2025-11-07,Giannis Antetokounmpo,41,15,9,1,2,2,37
2025-11-09,Giannis Antetokounmpo,37,8,3,0,0,1,36
2025-11-10,Giannis Antetokounmpo,30,8,6,1,1,3,37
2025-11-12,Giannis Antetokounmpo,0,0,0,0,0,0,0
2025-11-14,Giannis Antetokounmpo,25,7,18,0,2,1,40
2025-11-15,Giannis Antetokounmpo,32,10,5,1,0,1,32
2025-11-17,Giannis Antetokounmpo,14,5,4,0,1,0,13
2025-11-20,Giannis Antetokounmpo,0,0,0,0,0,0,0
2025-10-22,OG Anunoby,24,14,2,4,3,1,37
2025-10-24,OG Anunoby,10,2,1,2,2,0,29
2025-10-26,OG Anunoby,14,6,1,4,3,1,36
2025-10-28,OG Anunoby,9,6,5,1,1,1,34
2025-10-31,OG Anunoby,26,4,3,5,1,1,36
2025-11-02,OG Anunoby,21,2,4,3,2,1,35
2025-11-03,OG Anunoby,16,6,2,2,5,0,32
2025-11-05,OG Anunoby,25,8,1,3,2,1,32
2025-11-09,OG Anunoby,19,8,3,4,1,0,27
2025-11-11,OG Anunoby,16,4,3,1,2,0,35
2025-11-12,OG Anunoby,8,4,1,2,1,2,34
2025-11-14,OG Anunoby,2,3,0,0,0,0,5
2025-11-17,OG Anunoby,0,0,0,0,0,0,0
2025-11-19,OG Anunoby,0,0,0,0,0,0,0
2025-10-21,Deandre Ayton,10,6,0,0,0,1,34
2025-10-24,Deandre Ayton,15,8,0,0,0,1,31
2025-10-26,Deandre Ayton,22,15,2,0,1,1,36
2025-10-27,Deandre Ayton,16,8,2,0,2,1,36
2025-10-29,Deandre Ayton,17,10,3,0,1,1,35
2025-10-31,Deandre Ayton,9,0,0,0,0,0,17
2025-11-02,Deandre Ayton,0,0,0,0,0,0,0
2025-11-03,Deandre Ayton,29,10,2,0,0,3,31
2025-11-05,Deandre Ayton,22,10,0,0,1,2,33
2025-11-08,Deandre Ayton,11,5,0,0,0,0,20
2025-11-10,Deandre Ayton,14,6,0,0,0,0,33
2025-11-12,Deandre Ayton,6,5,1,0,1,0,26
2025-11-14,Deandre Ayton,20,16,2,0,2,1,36
2025-11-15,Deandre Ayton,20,10,0,0,2,1,28
2025-11-18,Deandre Ayton,20,14,1,0,1,1,30
2025-10-22,Marvin Bagley III,1,3,1,0,1,0,15
2025-10-24,Marvin Bagley III,10,4,1,1,0,0,15
2025-10-26,Marvin Bagley III,2,1,0,0,0,0,10
2025-10-28,Marvin Bagley III,14,7,3,0,2,1,18
2025-10-30,Marvin Bagley III,8,3,2,1,0,0,16
2025-11-01,Marvin Bagley III,8,3,3,0,0,1,15
2025-11-03,Marvin Bagley III,6,7,0,0,0,0,14
2025-11-05,Marvin Bagley III,11,5,2,0,0,1,13
2025-11-07,Marvin Bagley III,2,7,0,0,0,0,12
2025-11-08,Marvin Bagley III,10,5,1,0,0,1,17
2025-11-10,Marvin Bagley III,9,2,1,1,3,3,16
2025-11-12,Marvin Bagley III,9,5,1,0,0,0,12
2025-11-16,Marvin Bagley III,4,3,1,0,0,0,17
2025-11-19,Marvin Bagley III,13,7,3,0,3,1,31
2025-10-22,Lonzo Ball,3,4,6,1,0,0,24
2025-10-24,Lonzo Ball,2,2,8,0,2,0,23
2025-10-26,Lonzo Ball,11,6,5,2,1,0,23
2025-10-27,Lonzo Ball,0,0,0,0,0,0,0
2025-10-29,Lonzo Ball,3,3,5,1,1,0,24
2025-10-31,Lonzo Ball,8,5,5,2,1,0,26
2025-11-02,Lonzo Ball,8,6,3,2,1,0,26
2025-11-05,Lonzo Ball,0,1,8,0,1,1,23
2025-11-07,Lonzo Ball,0,0,0,0,0,0,0
2025-11-08,Lonzo Ball,2,4,4,0,0,0,22
2025-11-10,Lonzo Ball,9,4,2,3,1,0,19
2025-11-12,Lonzo Ball,15,2,8,4,1,1,21
2025-11-13,Lonzo Ball,0,0,0,0,0,0,0
2025-11-15,Lonzo Ball,9,7,5,3,2,0,22
2025-11-17,Lonzo Ball,6,5,5,1,2,0,23
2025-11-19,Lonzo Ball,7,2,2,2,1,1,25
2025-10-22,Harrison Barnes,7,2,1,1,0,0,30
2025-10-24,Harrison Barnes,7,1,5,1,1,2,34
2025-10-26,Harrison Barnes,4,3,1,0,0,0,25
2025-10-27,Harrison Barnes,18,0,5,4,1,0,32
2025-10-30,Harrison Barnes,10,2,2,2,2,0,31
2025-11-02,Harrison Barnes,13,4,2,3,1,0,27
2025-11-05,Harrison Barnes,14,6,3,4,0,0,28
2025-11-07,Harrison Barnes,24,5,2,6,2,0,39
2025-11-08,Harrison Barnes,15,2,0,3,0,0,28
2025-11-10,Harrison Barnes,7,3,2,1,1,1,28
2025-11-12,Harrison Barnes,11,2,0,3,3,1,25
2025-11-14,Harrison Barnes,7,4,1,1,1,0,28
2025-11-16,Harrison Barnes,20,2,3,3,2,0,30
2025-11-18,Harrison Barnes,23,5,3,4,1,0,32
2025-11-20,Harrison Barnes,16,5,2,2,0,0,34
2025-10-22,Nicolas Batum,3,2,1,1,1,1,15
2025-10-24,Nicolas Batum,3,1,0,1,1,0,8
2025-10-26,Nicolas Batum,3,3,1,1,3,2,15
2025-10-28,Nicolas Batum,3,6,1,1,0,0,20
2025-10-31,Nicolas Batum,3,5,0,1,0,0,16
2025-11-03,Nicolas Batum,0,0,0,0,0,0,7
2025-11-04,Nicolas Batum,3,1,3,1,0,0,18
2025-11-06,Nicolas Batum,0,2,1,0,0,0,18
2025-11-08,Nicolas Batum,9,3,0,3,1,2,25
2025-11-10,Nicolas Batum,2,4,0,0,1,1,20
2025-11-12,Nicolas Batum,6,2,3,2,1,0,22
2025-11-14,Nicolas Batum,7,2,0,1,3,0,25
2025-11-16,Nicolas Batum,6,4,0,2,0,2,20
2025-11-17,Nicolas Batum,11,6,1,3,1,0,21
2025-11-20,Nicolas Batum,3,2,0,1,1,0,9
2025-10-22,Bradley Beal,5,1,0,1,1,0,20
2025-10-24,Bradley Beal,6,1,2,0,0,0,20
2025-10-26,Bradley Beal,0,0,0,0,0,0,0
2025-10-28,Bradley Beal,0,0,0,0,0,0,0
2025-10-31,Bradley Beal,9,1,2,1,0,0,21
2025-11-03,Bradley Beal,12,1,2,2,1,0,20
2025-11-04,Bradley Beal,0,0,0,0,0,0,0
2025-11-06,Bradley Beal,5,1,1,1,0,0,20
2025-11-08,Bradley Beal,12,0,3,2,1,0,20
2025-11-10,Bradley Beal,0,0,0,0,0,0,0
2025-11-12,Bradley Beal,0,0,0,0,0,0,0
2025-11-14,Bradley Beal,0,0,0,0,0,0,0
2025-11-16,Bradley Beal,0,0,0,0,0,0,0
2025-11-17,Bradley Beal,0,0,0,0,0,0,0
2025-11-20,Bradley Beal,0,0,0,0,0,0,0
2025-10-22,Bismack Biyombo,0,1,0,0,2,0,5
2025-10-24,Bismack Biyombo,0,0,0,0,0,0,0
2025-10-26,Bismack Biyombo,0,1,0,0,0,0,12
2025-10-27,Bismack Biyombo,2,1,1,0,1,0,14
2025-10-30,Bismack Biyombo,0,1,0,0,0,0,7
2025-11-02,Bismack Biyombo,0,1,1,0,0,0,6
2025-11-05,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-07,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-08,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-10,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-12,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-14,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-16,Bismack Biyombo,0,1,0,0,0,1,2
2025-11-18,Bismack Biyombo,0,0,0,0,0,0,0
2025-11-20,Bismack Biyombo,0,0,0,0,0,0,0
2025-10-22,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-10-24,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-10-26,Bogdan Bogdanovic,0,5,1,0,0,0,24
2025-10-28,Bogdan Bogdanovic,2,1,0,0,0,0,9
2025-10-31,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-11-03,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-11-04,Bogdan Bogdanovic,11,6,4,2,2,0,29
2025-11-06,Bogdan Bogdanovic,12,4,5,2,0,1,28
2025-11-08,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-11-10,Bogdan Bogdanovic,0,0,0,0,0,0,0
2025-11-12,Bogdan Bogdanovic,11,0,6,3,0,0,20
2025-11-14,Bogdan Bogdanovic,21,3,3,5,4,0,37
2025-11-16,Bogdan Bogdanovic,11,4,3,1,0,0,35
2025-11-17,Bogdan Bogdanovic,9,7,5,1,1,0,26
2025-11-20,Bogdan Bogdanovic,6,1,3,2,0,0,21
2025-10-22,Devin Booker,31,5,3,1,1,0,36
2025-10-24,Devin Booker,18,3,7,1,0,0,28
2025-10-25,Devin Booker,31,3,7,2,0,0,37
2025-10-27,Devin Booker,34,5,10,5,0,1,44
2025-10-29,Devin Booker,32,4,3,4,1,1,36
2025-10-31,Devin Booker,36,6,9,6,0,1,39
2025-11-02,Devin Booker,28,2,13,2,1,0,35
2025-11-04,Devin Booker,38,3,4,1,1,0,40
2025-11-06,Devin Booker,24,6,7,3,3,0,37
2025-11-08,Devin Booker,21,10,9,0,0,0,37
2025-11-10,Devin Booker,19,0,3,0,1,0,27
2025-11-12,Devin Booker,26,3,9,0,2,0,38
2025-11-13,Devin Booker,33,5,7,3,0,0,29
2025-11-16,Devin Booker,27,2,7,0,1,1,38
2025-11-18,Devin Booker,19,6,5,1,3,0,29
2025-10-22,Chris Boucher,6,4,1,0,1,0,16
2025-10-24,Chris Boucher,0,4,0,0,1,4,15
2025-10-26,Chris Boucher,0,1,1,0,0,1,9
2025-10-27,Chris Boucher,0,0,0,0,0,0,3
2025-10-29,Chris Boucher,0,0,0,0,0,0,0
2025-10-31,Chris Boucher,0,0,0,0,0,0,0
2025-11-01,Chris Boucher,4,0,0,0,1,0,13
2025-11-03,Chris Boucher,5,1,0,1,1,0,7
2025-11-05,Chris Boucher,0,0,0,0,0,0,0
2025-11-07,Chris Boucher,0,0,0,0,0,0,0
2025-11-09,Chris Boucher,0,0,0,0,0,0,0
2025-11-11,Chris Boucher,0,0,0,0,0,0,0
2025-11-12,Chris Boucher,2,7,0,0,0,0,13
2025-11-16,Chris Boucher,0,0,0,0,0,0,0
2025-11-18,Chris Boucher,0,0,0,0,0,0,0
2025-10-23,Tony Bradley,2,0,0,0,0,1,10
2025-10-25,Tony Bradley,5,0,0,0,1,0,7
2025-10-26,Tony Bradley,12,5,1,0,1,1,25
2025-10-29,Tony Bradley,6,8,1,0,0,0,13
2025-10-31,Tony Bradley,2,3,0,0,0,0,5
2025-11-01,Tony Bradley,5,6,0,0,0,0,18
2025-11-03,Tony Bradley,4,3,0,0,0,0,7
2025-11-05,Tony Bradley,4,2,1,0,0,0,14
2025-11-08,Tony Bradley,6,5,3,0,0,0,16
2025-11-09,Tony Bradley,6,6,1,0,0,1,16
2025-11-11,Tony Bradley,8,1,2,0,0,0,20
2025-11-13,Tony Bradley,10,3,0,0,0,0,17
2025-11-15,Tony Bradley,5,1,1,0,0,0,19
2025-11-17,Tony Bradley,4,5,1,0,0,0,18
2025-11-19,Tony Bradley,2,0,0,0,0,0,4
2025-10-22,Mikal Bridges,16,5,6,1,3,2,33
2025-10-24,Mikal Bridges,12,6,2,2,2,1,36
2025-10-26,Mikal Bridges,20,5,4,3,0,0,37
2025-10-28,Mikal Bridges,24,11,6,3,1,0,39
2025-10-31,Mikal Bridges,23,4,6,4,0,1,38
2025-11-02,Mikal Bridges,10,5,9,2,1,0,34
2025-11-03,Mikal Bridges,10,2,4,2,3,3,29
2025-11-05,Mikal Bridges,13,1,5,3,1,2,33
2025-11-09,Mikal Bridges,16,1,5,4,0,0,28
2025-11-11,Mikal Bridges,22,7,5,3,4,0,38
2025-11-12,Mikal Bridges,6,2,2,0,2,0,28
2025-11-14,Mikal Bridges,15,5,5,3,7,2,42
2025-11-17,Mikal Bridges,23,3,4,2,2,4,39
2025-11-19,Mikal Bridges,16,5,6,1,3,2,35
2025-10-22,Miles Bridges,18,11,4,3,1,0,31
2025-10-25,Miles Bridges,18,9,7,3,0,0,35
2025-10-26,Miles Bridges,22,4,3,1,1,0,32
2025-10-28,Miles Bridges,17,4,1,2,1,1,31
2025-10-30,Miles Bridges,16,5,0,4,0,1,33
2025-11-01,Miles Bridges,30,8,4,6,1,0,37
2025-11-02,Miles Bridges,29,4,6,3,0,0,33
2025-11-04,Miles Bridges,22,8,3,3,1,0,37
2025-11-07,Miles Bridges,14,12,7,0,0,1,41
2025-11-10,Miles Bridges,34,8,5,7,1,1,40
2025-11-12,Miles Bridges,20,6,6,2,1,0,33
2025-11-14,Miles Bridges,32,7,2,6,0,1,42
2025-11-15,Miles Bridges,15,4,4,3,0,0,30
2025-11-17,Miles Bridges,22,8,3,3,3,1,38
2025-11-19,Miles Bridges,25,5,2,3,1,2,36
2025-10-22,Dillon Brooks,22,4,3,1,2,1,34
2025-10-24,Dillon Brooks,21,3,2,5,2,0,27
2025-10-25,Dillon Brooks,15,3,2,3,4,1,31
2025-10-27,Dillon Brooks,0,0,0,0,0,0,0
2025-10-29,Dillon Brooks,0,0,0,0,0,0,0
2025-10-31,Dillon Brooks,0,0,0,0,0,0,0
2025-11-02,Dillon Brooks,0,0,0,0,0,0,0
2025-11-04,Dillon Brooks,0,0,0,0,0,0,0
2025-11-06,Dillon Brooks,0,0,0,0,0,0,0
2025-11-08,Dillon Brooks,16,2,3,2,2,0,28
2025-11-10,Dillon Brooks,18,5,0,1,1,0,26
2025-11-12,Dillon Brooks,18,2,4,3,1,0,31
2025-11-13,Dillon Brooks,32,1,0,3,1,0,28
2025-11-16,Dillon Brooks,34,6,1,3,3,0,35
2025-11-18,Dillon Brooks,12,2,4,1,3,0,26
2025-10-23,Bruce Brown,4,5,3,0,1,1,19
2025-10-25,Bruce Brown,11,3,3,2,1,1,21
2025-10-27,Bruce Brown,2,5,0,0,0,0,13
2025-10-29,Bruce Brown,5,4,2,1,2,0,19
2025-10-31,Bruce Brown,5,3,0,0,0,1,20
2025-11-03,Bruce Brown,13,6,3,2,0,0,23
2025-11-05,Bruce Brown,5,3,2,1,2,0,28
2025-11-07,Bruce Brown,6,1,1,0,0,0,18
2025-11-08,Bruce Brown,6,7,0,0,1,0,24
2025-11-11,Bruce Brown,14,7,1,2,2,0,27
2025-11-12,Bruce Brown,2,4,0,0,0,0,28
2025-11-15,Bruce Brown,7,6,1,1,0,0,30
2025-11-17,Bruce Brown,0,2,0,0,0,0,23
2025-11-19,Bruce Brown,12,3,4,0,3,0,27
2025-10-22,Jaylen Brown,25,6,4,2,0,0,36
2025-10-24,Jaylen Brown,23,4,3,3,1,0,35
2025-10-26,Jaylen Brown,41,6,4,5,0,0,36
2025-10-27,Jaylen Brown,15,7,4,1,0,0,24
2025-10-29,Jaylen Brown,30,5,4,4,1,1,32
2025-10-31,Jaylen Brown,32,3,6,4,1,1,32
2025-11-01,Jaylen Brown,12,2,5,0,1,0,22
2025-11-03,Jaylen Brown,36,2,4,0,2,0,38
2025-11-05,Jaylen Brown,35,5,5,2,1,0,26
2025-11-07,Jaylen Brown,32,9,3,1,1,0,36
2025-11-09,Jaylen Brown,27,5,1,1,1,1,34
2025-11-11,Jaylen Brown,24,6,5,1,0,0,35
2025-11-12,Jaylen Brown,19,6,6,2,0,0,25
2025-11-16,Jaylen Brown,33,13,3,1,2,1,39
2025-11-18,Jaylen Brown,29,4,4,3,1,0,32
2025-10-22,Jalen Brunson,23,4,5,1,0,0,34
2025-10-24,Jalen Brunson,31,3,5,3,0,0,35
2025-10-26,Jalen Brunson,37,5,7,5,3,0,35
2025-10-28,Jalen Brunson,36,4,3,1,2,0,35
2025-10-31,Jalen Brunson,29,2,7,3,0,0,35
2025-11-02,Jalen Brunson,31,5,3,4,2,0,32
2025-11-03,Jalen Brunson,16,1,9,1,1,0,32
2025-11-05,Jalen Brunson,23,7,10,3,1,0,33
2025-11-09,Jalen Brunson,19,0,7,3,0,0,29
2025-11-11,Jalen Brunson,32,5,10,6,0,0,36
2025-11-12,Jalen Brunson,31,3,6,1,0,0,37
2025-11-14,Jalen Brunson,0,0,0,0,0,0,0
2025-11-17,Jalen Brunson,0,0,0,0,0,0,0
2025-11-19,Jalen Brunson,28,3,5,2,1,1,35
2025-10-22,Thomas Bryant,0,0,0,0,0,0,0
2025-10-24,Thomas Bryant,0,0,0,0,0,0,0
2025-10-26,Thomas Bryant,0,0,0,0,0,0,0
2025-10-27,Thomas Bryant,4,2,0,0,0,0,7
2025-10-29,Thomas Bryant,0,0,0,0,0,0,3
2025-10-31,Thomas Bryant,4,3,1,0,1,0,12
2025-11-02,Thomas Bryant,0,1,0,0,0,2,5
2025-11-05,Thomas Bryant,0,0,0,0,0,0,1
2025-11-07,Thomas Bryant,4,2,0,0,2,0,6
2025-11-08,Thomas Bryant,0,0,0,0,0,0,0
2025-11-10,Thomas Bryant,0,0,0,0,0,0,0
2025-11-12,Thomas Bryant,4,7,0,0,0,1,13
2025-11-13,Thomas Bryant,4,0,0,0,0,0,7
2025-11-15,Thomas Bryant,0,0,0,0,0,0,0
2025-11-17,Thomas Bryant,0,2,0,0,0,0,7
2025-11-19,Thomas Bryant,0,0,0,0,0,0,4
2025-10-21,Jimmy Butler,31,5,4,1,1,0,35
2025-10-23,Jimmy Butler,21,5,6,2,3,0,39
2025-10-24,Jimmy Butler,14,3,4,0,1,0,27
2025-10-27,Jimmy Butler,20,5,5,2,0,0,31
2025-10-28,Jimmy Butler,21,5,5,3,0,0,32
2025-10-30,Jimmy Butler,23,11,3,1,1,1,37
2025-11-01,Jimmy Butler,20,6,7,0,3,2,35
2025-11-04,Jimmy Butler,2,4,2,0,0,0,14
2025-11-05,Jimmy Butler,0,0,0,0,0,0,0
2025-11-07,Jimmy Butler,16,3,3,0,1,0,31
2025-11-09,Jimmy Butler,21,9,7,0,2,1,30
2025-11-11,Jimmy Butler,12,3,2,0,3,0,22
2025-11-12,Jimmy Butler,28,6,8,5,3,0,34
2025-11-14,Jimmy Butler,21,8,1,0,2,0,35
2025-11-16,Jimmy Butler,18,3,10,1,3,0,31
2025-11-18,Jimmy Butler,33,7,4,0,3,0,38
2025-11-19,Jimmy Butler,0,0,0,0,0,0,0
2025-10-22,Kentavious Caldwell-Pope,15,4,3,2,0,0,31
2025-10-24,Kentavious Caldwell-Pope,7,3,6,2,2,0,23
2025-10-25,Kentavious Caldwell-Pope,10,4,5,1,1,0,23
2025-10-27,Kentavious Caldwell-Pope,7,2,4,1,0,1,26
2025-10-29,Kentavious Caldwell-Pope,11,2,5,1,1,0,19
2025-10-31,Kentavious Caldwell-Pope,12,2,5,2,0,0,24
2025-11-02,Kentavious Caldwell-Pope,12,0,2,2,0,0,27
2025-11-03,Kentavious Caldwell-Pope,2,4,1,0,1,1,25
2025-11-05,Kentavious Caldwell-Pope,4,3,2,0,2,1,24
2025-11-07,Kentavious Caldwell-Pope,12,3,1,2,0,0,24
2025-11-09,Kentavious Caldwell-Pope,9,4,3,1,1,1,23
2025-11-11,Kentavious Caldwell-Pope,4,2,0,0,2,0,15
2025-11-12,Kentavious Caldwell-Pope,0,3,3,0,1,0,19
2025-11-15,Kentavious Caldwell-Pope,6,0,3,0,0,0,23
2025-11-18,Kentavious Caldwell-Pope,4,3,3,0,1,0,19
2025-11-20,Kentavious Caldwell-Pope,2,3,7,0,1,0,18
2025-10-21,Clint Capela,4,0,0,0,1,0,8
2025-10-24,Clint Capela,2,4,0,0,0,0,4
2025-10-27,Clint Capela,8,1,0,0,0,2,14
2025-10-29,Clint Capela,4,3,0,0,0,0,6
2025-11-01,Clint Capela,4,10,1,0,1,1,18
2025-11-03,Clint Capela,4,8,0,0,0,2,11
2025-11-05,Clint Capela,6,10,2,0,0,0,16
2025-11-07,Clint Capela,0,3,1,0,0,1,6
2025-11-09,Clint Capela,4,4,0,0,1,0,7
2025-11-12,Clint Capela,2,2,0,0,0,0,10
2025-11-14,Clint Capela,2,4,0,0,0,0,9
2025-11-16,Clint Capela,0,0,0,0,0,0,0
2025-11-19,Clint Capela,4,5,0,0,1,1,14
2025-10-22,Wendell Carter Jr.,9,8,1,0,1,1,29
2025-10-24,Wendell Carter Jr.,10,8,2,0,2,0,31
2025-10-25,Wendell Carter Jr.,8,13,1,1,1,0,31
2025-10-27,Wendell Carter Jr.,10,10,2,1,1,2,34
2025-10-29,Wendell Carter Jr.,8,2,1,2,0,0,15
2025-10-30,Wendell Carter Jr.,18,8,3,3,0,1,27
2025-11-01,Wendell Carter Jr.,16,12,0,2,0,2,28
2025-11-04,Wendell Carter Jr.,11,5,1,1,0,0,30
2025-11-07,Wendell Carter Jr.,18,5,1,2,2,0,31
2025-11-09,Wendell Carter Jr.,12,4,1,2,1,1,32
2025-11-10,Wendell Carter Jr.,19,9,5,1,0,2,30
2025-11-12,Wendell Carter Jr.,13,8,2,1,0,0,31
2025-11-14,Wendell Carter Jr.,7,5,3,0,0,0,32
2025-11-16,Wendell Carter Jr.,15,6,2,2,1,4,37
2025-11-18,Wendell Carter Jr.,17,12,2,1,1,0,35
2025-11-20,Wendell Carter Jr.,7,7,6,1,1,0,32
2025-10-22,Jevon Carter,0,0,0,0,0,0,0
2025-10-25,Jevon Carter,0,0,0,0,0,0,0
2025-10-27,Jevon Carter,0,0,0,0,0,0,0
2025-10-29,Jevon Carter,0,0,0,0,0,0,0
2025-10-31,Jevon Carter,0,0,0,0,0,0,0
2025-11-02,Jevon Carter,0,0,2,0,0,0,12
2025-11-04,Jevon Carter,0,0,0,0,0,0,0
2025-11-07,Jevon Carter,0,0,0,0,0,0,0
2025-11-08,Jevon Carter,0,0,0,0,0,0,0
2025-11-10,Jevon Carter,6,1,1,2,0,0,8
2025-11-12,Jevon Carter,11,2,3,3,2,0,17
2025-11-16,Jevon Carter,0,0,0,0,0,0,0
2025-11-17,Jevon Carter,15,4,1,5,0,0,18
2025-11-19,Jevon Carter,3,1,1,1,1,0,11
2025-10-21,Alex Caruso,8,2,3,2,2,1,30
2025-10-23,Alex Caruso,0,0,0,0,0,0,0
2025-10-25,Alex Caruso,0,0,0,0,0,0,0
2025-10-27,Alex Caruso,0,0,0,0,0,0,0
2025-10-28,Alex Caruso,8,2,3,2,2,1,24
2025-10-30,Alex Caruso,0,2,2,0,3,0,17
2025-11-02,Alex Caruso,8,2,0,2,1,1,12
2025-11-04,Alex Caruso,8,1,3,2,2,0,24
2025-11-05,Alex Caruso,0,0,0,0,0,0,0
2025-11-07,Alex Caruso,3,2,5,0,1,0,22
2025-11-09,Alex Caruso,5,4,2,1,1,0,21
2025-11-11,Alex Caruso,8,2,3,2,5,0,15
2025-11-12,Alex Caruso,10,4,3,2,2,0,17
2025-11-15,Alex Caruso,0,0,0,0,0,0,2
2025-11-17,Alex Caruso,0,0,0,0,0,0,0
