GAME_DATE,player_name,points,rebounds,assists,threept_fg,steals,blocks,minutes
2025-11-14,Pelle Larsson,14,2,2,3,0,1,24
2025-11-17,Pelle Larsson,13,7,4,2,0,0,26
2025-11-19,Pelle Larsson,10,3,4,1,1,0,28
2025-10-21,Ajay Mitchell,16,2,2,3,0,1,15
2025-10-23,Ajay Mitchell,26,3,4,0,1,0,38
2025-10-25,Ajay Mitchell,14,7,7,2,2,0,29
2025-10-27,Ajay Mitchell,17,7,1,0,1,0,27
2025-10-28,Ajay Mitchell,18,0,1,3,2,0,24
2025-10-30,Ajay Mitchell,20,1,2,2,2,0,30
2025-11-02,Ajay Mitchell,10,5,8,0,1,0,30
2025-11-04,Ajay Mitchell,8,4,3,0,4,0,20
2025-11-05,Ajay Mitchell,21,4,3,0,1,0,31
2025-11-07,Ajay Mitchell,18,5,10,2,3,1,31
2025-11-09,Ajay Mitchell,21,6,4,2,3,0,32
2025-11-11,Ajay Mitchell,17,3,2,2,1,1,31
2025-11-12,Ajay Mitchell,14,3,3,1,3,0,27
2025-11-15,Ajay Mitchell,14,6,4,1,1,1,31
2025-11-17,Ajay Mitchell,11,2,1,0,1,0,26
2025-11-19,Ajay Mitchell,13,3,6,0,2,1,29
2025-10-22,Jonathan Mogbo,4,4,0,0,0,0,11
2025-10-24,Jonathan Mogbo,0,2,0,0,0,1,4
2025-10-26,Jonathan Mogbo,0,0,0,0,1,1,2
2025-10-27,Jonathan Mogbo,2,0,1,0,0,0,3
2025-10-29,Jonathan Mogbo,0,1,1,0,0,0,7
2025-10-31,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-02,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-04,Jonathan Mogbo,0,2,2,0,0,0,7
2025-11-07,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-08,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-11,Jonathan Mogbo,0,0,0,0,0,0,1
2025-11-13,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-15,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-17,Jonathan Mogbo,0,0,0,0,0,0,0
2025-11-19,Jonathan Mogbo,0,0,0,0,0,0,0
2025-10-22,Antonio Reeves,0,0,0,0,0,0,0
2025-10-25,Antonio Reeves,0,0,0,0,0,0,0
2025-10-26,Antonio Reeves,0,0,0,0,0,0,0
2025-10-28,Antonio Reeves,0,0,0,0,0,0,0
2025-10-30,Antonio Reeves,0,0,0,0,0,0,0
2025-11-01,Antonio Reeves,0,0,0,0,0,0,0
2025-11-02,Antonio Reeves,0,0,0,0,0,0,0
2025-11-04,Antonio Reeves,0,0,0,0,0,0,0
2025-11-07,Antonio Reeves,0,0,0,0,0,0,0
2025-11-10,Antonio Reeves,0,0,0,0,0,0,0
2025-11-12,Antonio Reeves,0,0,0,0,0,0,0
2025-11-14,Antonio Reeves,0,0,0,0,0,0,4
2025-11-15,Antonio Reeves,9,2,0,3,1,0,17
2025-11-17,Antonio Reeves,0,0,0,0,0,0,0
2025-11-19,Antonio Reeves,0,0,0,0,0,0,0
2025-10-22,Jamal Shead,10,2,5,1,1,0,19
2025-10-24,Jamal Shead,4,0,4,0,1,0,11
2025-10-26,Jamal Shead,6,0,8,1,1,0,16
2025-10-27,Jamal Shead,6,2,5,1,0,0,16
2025-10-29,Jamal Shead,6,2,4,2,0,0,19
2025-10-31,Jamal Shead,9,7,4,1,0,0,21
2025-11-02,Jamal Shead,9,1,5,2,0,0,16
2025-11-04,Jamal Shead,5,2,8,1,2,0,17
2025-11-07,Jamal Shead,0,1,2,0,1,0,14
2025-11-08,Jamal Shead,9,3,5,3,1,0,24
2025-11-11,Jamal Shead,6,1,5,1,0,0,18
2025-11-13,Jamal Shead,8,2,7,2,0,0,24
2025-11-15,Jamal Shead,7,0,4,1,2,0,17
2025-11-17,Jamal Shead,2,2,4,0,2,1,20
2025-11-19,Jamal Shead,0,2,6,0,1,0,20
2025-10-22,K.J. Simpson,0,0,0,0,0,0,0
2025-10-25,K.J. Simpson,0,0,0,0,0,0,0
2025-10-26,K.J. Simpson,0,0,0,0,0,0,0
2025-10-28,K.J. Simpson,0,0,0,0,0,0,0
2025-10-30,K.J. Simpson,0,0,0,0,0,0,0
2025-11-01,K.J. Simpson,0,0,0,0,0,0,0
2025-11-02,K.J. Simpson,7,4,4,1,1,0,17
2025-11-04,K.J. Simpson,8,3,0,1,0,0,13
2025-11-07,K.J. Simpson,0,1,3,0,1,0,13
2025-11-10,K.J. Simpson,8,3,4,2,0,0,20
2025-11-12,K.J. Simpson,2,2,2,0,0,0,9
2025-11-14,K.J. Simpson,0,0,0,0,0,0,0
2025-11-15,K.J. Simpson,9,1,5,1,2,0,18
2025-11-17,K.J. Simpson,0,0,0,0,0,0,0
2025-11-19,K.J. Simpson,0,0,0,0,0,0,3
2025-10-22,Jaylen Wells,14,3,4,4,1,0,28
2025-10-24,Jaylen Wells,9,4,1,3,0,0,22
2025-10-25,Jaylen Wells,5,3,0,0,0,0,27
2025-10-27,Jaylen Wells,10,1,2,0,1,0,28
2025-10-29,Jaylen Wells,9,3,1,1,2,0,29
2025-10-31,Jaylen Wells,16,7,0,2,0,0,27
2025-11-02,Jaylen Wells,7,5,2,1,0,0,26
2025-11-03,Jaylen Wells,4,6,3,0,0,0,21
2025-11-05,Jaylen Wells,8,3,1,1,0,0,20
2025-11-07,Jaylen Wells,8,5,1,1,0,0,25
2025-11-09,Jaylen Wells,12,1,2,2,0,0,23
2025-11-11,Jaylen Wells,18,3,4,4,2,0,29
2025-11-12,Jaylen Wells,5,4,0,1,2,0,24
2025-11-15,Jaylen Wells,8,2,0,1,0,0,24
2025-11-18,Jaylen Wells,9,1,2,1,2,0,27
2025-11-20,Jaylen Wells,13,1,2,2,1,0,19
2025-10-22,Enrique Freeman,0,0,0,0,0,0,0
2025-10-24,Enrique Freeman,0,0,0,0,0,0,0
2025-10-26,Enrique Freeman,0,0,0,0,0,0,0
2025-10-27,Enrique Freeman,0,0,0,0,0,0,0
2025-10-29,Enrique Freeman,0,0,0,0,0,0,0
2025-11-01,Enrique Freeman,0,0,0,0,0,0,0
2025-11-03,Enrique Freeman,0,0,0,0,0,0,0
2025-11-05,Enrique Freeman,0,0,0,0,0,0,0
2025-11-07,Enrique Freeman,0,0,0,0,0,0,0
2025-11-09,Enrique Freeman,0,0,0,0,0,0,0
2025-11-10,Enrique Freeman,0,0,0,0,0,0,0
2025-11-14,Enrique Freeman,0,0,0,0,0,0,0
2025-11-15,Enrique Freeman,0,0,0,0,0,0,0
2025-11-17,Enrique Freeman,0,0,0,0,0,0,0
2025-11-19,Enrique Freeman,0,0,0,0,0,0,0
2025-10-22,Ariel Hukporti,2,5,2,0,0,1,18
2025-10-24,Ariel Hukporti,0,0,0,0,0,0,0
2025-10-26,Ariel Hukporti,0,2,1,0,0,0,10
2025-10-28,Ariel Hukporti,0,3,1,0,1,0,12
2025-10-31,Ariel Hukporti,0,0,0,0,0,0,0
2025-11-02,Ariel Hukporti,0,0,0,0,0,0,0
2025-11-03,Ariel Hukporti,0,4,1,0,0,0,4
2025-11-05,Ariel Hukporti,4,1,0,0,0,0,2
2025-11-09,Ariel Hukporti,2,2,0,0,0,1,8
2025-11-11,Ariel Hukporti,0,0,0,0,0,0,0
2025-11-12,Ariel Hukporti,0,0,0,0,0,0,2
2025-11-14,Ariel Hukporti,0,0,0,0,0,0,1
2025-11-17,Ariel Hukporti,0,0,0,0,0,0,0
2025-11-19,Ariel Hukporti,0,0,0,0,0,0,0
2025-10-22,Harrison Ingram,3,1,0,1,0,0,4
2025-10-24,Harrison Ingram,0,0,0,0,0,0,0
2025-10-26,Harrison Ingram,0,0,0,0,0,0,0
2025-10-27,Harrison Ingram,0,0,0,0,0,0,2
2025-10-30,Harrison Ingram,0,0,0,0,0,0,0
2025-11-02,Harrison Ingram,2,2,0,0,0,0,4
2025-11-05,Harrison Ingram,0,0,0,0,0,0,0
2025-11-07,Harrison Ingram,0,0,0,0,0,0,0
2025-11-08,Harrison Ingram,0,0,0,0,0,0,0
2025-11-10,Harrison Ingram,0,0,0,0,0,0,0
2025-11-12,Harrison Ingram,0,0,0,0,0,0,0
2025-11-14,Harrison Ingram,0,0,0,0,0,0,0
2025-11-16,Harrison Ingram,0,0,0,0,0,0,0
2025-11-18,Harrison Ingram,0,0,0,0,0,0,0
2025-11-20,Harrison Ingram,0,0,0,0,0,0,0
2025-10-21,Bronny James,0,0,0,0,0,0,0
2025-10-24,Bronny James,0,0,0,0,0,0,3
2025-10-26,Bronny James,0,0,0,0,0,0,0
2025-10-27,Bronny James,0,3,3,0,1,1,20
2025-10-29,Bronny James,0,0,0,0,0,0,5
2025-10-31,Bronny James,0,0,0,0,0,0,0
2025-11-02,Bronny James,2,0,2,0,3,0,18
2025-11-03,Bronny James,5,1,6,1,1,0,19
2025-11-05,Bronny James,2,1,0,0,0,0,5
2025-11-08,Bronny James,9,2,2,1,1,0,18
2025-11-10,Bronny James,0,0,0,0,0,0,0
2025-11-12,Bronny James,0,1,2,0,1,0,8
2025-11-14,Bronny James,0,0,0,0,0,0,0
2025-11-15,Bronny James,0,1,1,0,1,0,10
2025-11-18,Bronny James,3,0,2,1,0,0,4
2025-10-22,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-10-24,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-10-26,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-10-28,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-10-31,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-02,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-03,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-05,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-09,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-11,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-12,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-14,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-17,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-11-19,Kevin McCullar Jr.,0,0,0,0,0,0,0
2025-10-21,Quinten Post,0,2,1,0,0,0,9
2025-10-23,Quinten Post,0,0,0,0,0,0,4
2025-10-24,Quinten Post,5,4,1,1,0,0,16
2025-10-27,Quinten Post,2,4,2,0,0,2,13
2025-10-28,Quinten Post,12,8,0,4,1,1,25
2025-10-30,Quinten Post,0,3,0,0,0,0,10
2025-11-01,Quinten Post,9,3,0,1,0,0,13
2025-11-04,Quinten Post,14,6,3,4,1,2,27
2025-11-05,Quinten Post,0,4,1,0,2,2,16
2025-11-07,Quinten Post,14,3,1,2,0,0,20
2025-11-09,Quinten Post,14,8,2,2,1,0,24
2025-11-11,Quinten Post,6,3,2,2,0,1,17
2025-11-12,Quinten Post,0,0,0,0,1,0,5
2025-11-14,Quinten Post,3,2,0,1,0,1,7
2025-11-16,Quinten Post,4,7,0,1,0,0,10
2025-11-18,Quinten Post,2,3,1,0,0,0,12
2025-11-19,Quinten Post,19,6,2,3,1,0,26
2025-10-22,Cam Spencer,7,0,2,2,0,0,12
2025-10-24,Cam Spencer,2,2,3,0,0,0,15
2025-10-25,Cam Spencer,8,6,3,2,0,0,15
2025-10-27,Cam Spencer,8,2,3,2,1,0,14
2025-10-29,Cam Spencer,6,2,6,2,1,0,19
2025-10-31,Cam Spencer,12,0,3,2,2,0,19
2025-11-02,Cam Spencer,4,4,4,1,2,0,26
2025-11-03,Cam Spencer,13,2,3,4,0,0,15
2025-11-05,Cam Spencer,19,2,2,5,0,0,19
2025-11-07,Cam Spencer,12,2,2,2,2,0,18
2025-11-09,Cam Spencer,9,1,1,1,0,0,20
2025-11-11,Cam Spencer,11,2,4,2,1,0,19
2025-11-12,Cam Spencer,5,2,3,1,1,1,29
2025-11-15,Cam Spencer,3,1,3,0,1,0,20
2025-11-18,Cam Spencer,15,2,3,3,0,0,24
2025-11-20,Cam Spencer,7,2,6,1,1,0,24
2025-10-22,Keshad Johnson,0,0,0,0,0,0,0
2025-10-24,Keshad Johnson,5,3,0,1,1,0,8
2025-10-26,Keshad Johnson,0,0,0,0,0,0,0
2025-10-28,Keshad Johnson,2,0,0,0,0,0,3
2025-10-30,Keshad Johnson,0,0,0,0,0,0,0
2025-11-02,Keshad Johnson,0,0,0,0,0,0,0
2025-11-03,Keshad Johnson,0,0,0,0,0,0,0
2025-11-05,Keshad Johnson,0,2,0,0,1,0,9
2025-11-07,Keshad Johnson,0,0,0,0,0,0,0
2025-11-08,Keshad Johnson,0,0,0,0,0,0,0
2025-11-10,Keshad Johnson,0,0,0,0,0,0,0
2025-11-12,Keshad Johnson,0,0,0,0,0,0,0
2025-11-14,Keshad Johnson,0,1,0,0,0,0,2
2025-11-17,Keshad Johnson,0,2,0,0,0,1,2
2025-11-19,Keshad Johnson,0,0,0,0,0,0,0
2025-10-22,Trey Alexander,0,0,0,0,0,0,0
2025-10-24,Trey Alexander,0,0,0,0,0,0,0
2025-10-27,Trey Alexander,0,0,0,0,0,0,0
2025-10-29,Trey Alexander,0,0,0,0,0,0,0
2025-10-31,Trey Alexander,0,0,0,0,0,0,0
2025-11-02,Trey Alexander,0,0,0,0,0,0,0
2025-11-04,Trey Alexander,0,0,0,0,0,0,0
2025-11-05,Trey Alexander,0,0,0,0,0,0,0
2025-11-08,Trey Alexander,0,0,0,0,0,0,0
2025-11-10,Trey Alexander,0,0,0,0,0,0,0
2025-11-12,Trey Alexander,0,0,0,0,0,0,0
2025-11-14,Trey Alexander,0,0,0,0,0,0,0
2025-11-16,Trey Alexander,0,0,0,0,0,0,0
2025-11-17,Trey Alexander,0,0,0,0,0,0,0
2025-11-19,Trey Alexander,0,0,0,0,0,0,0
2025-10-21,Isaiah Crawford,0,0,0,0,0,0,0
2025-10-24,Isaiah Crawford,0,0,0,0,0,0,0
2025-10-27,Isaiah Crawford,0,0,0,0,0,0,0
2025-10-29,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-01,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-03,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-05,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-07,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-09,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-12,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-14,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-16,Isaiah Crawford,0,0,0,0,0,0,0
2025-11-19,Isaiah Crawford,0,0,0,0,0,0,0
2025-10-22,Isaac Jones,0,0,0,0,0,0,0
2025-10-24,Isaac Jones,2,2,1,0,0,0,14
2025-10-26,Isaac Jones,0,0,0,0,0,0,1
2025-10-28,Isaac Jones,0,0,0,0,0,0,0
2025-10-29,Isaac Jones,1,0,0,0,0,0,2
2025-11-01,Isaac Jones,0,0,0,0,0,0,0
2025-11-03,Isaac Jones,0,0,0,0,0,0,0
2025-11-07,Isaac Jones,0,0,0,0,0,0,0
2025-11-09,Isaac Jones,0,0,0,0,0,0,0
2025-11-10,Isaac Jones,0,0,0,0,0,0,0
2025-11-12,Isaac Jones,0,0,0,0,0,0,0
2025-11-14,Isaac Jones,0,0,0,0,0,0,0
2025-11-17,Isaac Jones,2,0,0,0,0,0,1
2025-11-18,Isaac Jones,0,0,0,0,0,0,0
2025-10-22,Justin Edwards,0,0,0,0,0,0,1
2025-10-25,Justin Edwards,9,1,0,3,1,0,12
2025-10-27,Justin Edwards,5,1,1,1,0,0,19
2025-10-28,Justin Edwards,3,0,0,1,0,0,14
2025-10-31,Justin Edwards,2,4,1,0,0,0,12
2025-11-02,Justin Edwards,2,0,1,0,1,1,10
2025-11-04,Justin Edwards,0,0,0,0,0,0,0
2025-11-05,Justin Edwards,8,3,1,2,0,0,17
2025-11-08,Justin Edwards,3,2,1,1,0,1,7
2025-11-09,Justin Edwards,0,0,0,0,0,0,0
2025-11-11,Justin Edwards,22,3,3,5,1,0,27
2025-11-14,Justin Edwards,13,1,1,3,0,0,17
2025-11-17,Justin Edwards,0,5,4,0,0,0,18
2025-11-19,Justin Edwards,8,2,2,0,1,0,23
2025-11-20,Justin Edwards,7,4,3,1,2,0,31
2025-10-21,Branden Carlson,0,0,0,0,0,0,0
2025-10-23,Branden Carlson,0,0,0,0,0,0,1
2025-10-25,Branden Carlson,0,0,0,0,0,0,2
2025-10-27,Branden Carlson,0,0,0,0,0,0,0
2025-10-28,Branden Carlson,2,1,0,0,0,0,3
2025-10-30,Branden Carlson,3,2,1,1,0,0,4
2025-11-02,Branden Carlson,11,5,1,1,0,0,20
2025-11-04,Branden Carlson,2,1,0,0,0,0,4
2025-11-05,Branden Carlson,0,1,0,0,0,1,8
2025-11-07,Branden Carlson,0,0,0,0,0,0,0
2025-11-09,Branden Carlson,0,0,0,0,0,0,0
2025-11-11,Branden Carlson,0,0,0,0,0,0,0
2025-11-12,Branden Carlson,0,5,1,0,2,1,17
2025-11-15,Branden Carlson,7,2,0,1,0,2,17
2025-11-17,Branden Carlson,7,4,2,1,0,2,11
2025-11-19,Branden Carlson,2,1,0,0,0,0,5
2025-10-22,Daniss Jenkins,0,0,0,0,0,0,0
2025-10-24,Daniss Jenkins,5,0,0,1,0,0,5
2025-10-26,Daniss Jenkins,0,0,1,0,1,0,10
2025-10-27,Daniss Jenkins,9,0,5,1,3,0,22
2025-10-29,Daniss Jenkins,0,0,0,0,0,0,3
2025-11-01,Daniss Jenkins,0,0,0,0,0,0,0
2025-11-03,Daniss Jenkins,0,0,0,0,0,0,0
2025-11-05,Daniss Jenkins,0,0,0,0,0,0,0
2025-11-07,Daniss Jenkins,3,1,0,0,1,0,5
2025-11-09,Daniss Jenkins,0,0,0,0,0,0,0
2025-11-10,Daniss Jenkins,24,8,3,4,4,0,34
2025-11-12,Daniss Jenkins,18,4,12,0,2,0,40
2025-11-14,Daniss Jenkins,19,3,8,5,1,0,35
2025-11-17,Daniss Jenkins,26,2,8,1,1,0,34
2025-11-18,Daniss Jenkins,14,3,7,1,2,0,30
2025-10-22,Isaiah Stevens,0,0,0,0,0,0,0
2025-10-24,Isaiah Stevens,0,0,0,0,0,0,0
2025-10-26,Isaiah Stevens,0,0,0,0,0,0,0
2025-10-28,Isaiah Stevens,0,0,0,0,0,0,0
2025-10-29,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-01,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-03,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-05,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-07,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-09,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-11,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-12,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-14,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-16,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-19,Isaiah Stevens,0,0,0,0,0,0,0
2025-11-20,Isaiah Stevens,0,0,0,0,0,0,0
2025-10-22,Jamison Battle,2,3,0,0,0,0,9
2025-10-24,Jamison Battle,9,2,0,3,1,0,10
2025-10-26,Jamison Battle,3,1,0,1,0,0,7
2025-10-27,Jamison Battle,0,0,0,0,0,0,0
2025-10-29,Jamison Battle,0,0,0,0,0,0,0
2025-10-31,Jamison Battle,20,1,0,6,0,1,15
2025-11-02,Jamison Battle,0,0,0,0,0,0,2
2025-11-04,Jamison Battle,2,0,1,0,0,0,5
2025-11-07,Jamison Battle,0,0,0,0,1,0,6
2025-11-08,Jamison Battle,0,0,0,0,0,0,1
2025-11-11,Jamison Battle,3,3,1,1,0,0,13
2025-11-13,Jamison Battle,2,1,0,0,0,0,6
2025-11-15,Jamison Battle,0,0,0,0,0,0,0
2025-11-17,Jamison Battle,0,0,0,0,0,0,0
2025-11-19,Jamison Battle,2,0,0,0,0,0,3
2025-10-22,N'Faly Dante,0,0,0,0,0,0,0
2025-10-24,N'Faly Dante,0,3,0,0,0,0,4
2025-10-25,N'Faly Dante,1,4,0,0,1,0,9
2025-10-27,N'Faly Dante,0,0,0,0,0,0,0
2025-10-29,N'Faly Dante,0,0,0,0,0,0,0
2025-10-31,N'Faly Dante,2,0,0,0,1,0,1
2025-11-02,N'Faly Dante,0,0,0,0,0,0,0
2025-11-04,N'Faly Dante,0,0,0,0,0,0,0
2025-11-07,N'Faly Dante,0,0,0,0,0,0,0
2025-11-08,N'Faly Dante,0,0,0,0,0,0,2
2025-11-10,N'Faly Dante,0,0,0,0,0,0,0
2025-11-12,N'Faly Dante,0,0,0,0,0,0,0
2025-11-13,N'Faly Dante,0,0,0,0,0,0,0
2025-11-16,N'Faly Dante,0,0,0,0,0,0,0
2025-11-18,N'Faly Dante,0,0,0,0,0,0,0
2025-11-20,N'Faly Dante,0,0,0,0,0,0,0
2025-10-22,David Jones,5,1,2,0,0,0,4
2025-10-24,David Jones,0,0,0,0,0,0,0
2025-10-26,David Jones,0,0,0,0,0,0,0
2025-10-27,David Jones,2,0,0,0,0,0,2
2025-10-30,David Jones,0,0,0,0,0,0,0
2025-11-02,David Jones,2,2,2,0,0,0,5
2025-11-05,David Jones,0,0,0,0,0,0,0
2025-11-07,David Jones,0,0,0,0,0,0,0
2025-11-08,David Jones,0,0,0,0,0,0,0
2025-11-10,David Jones,0,0,0,0,0,0,0
2025-11-12,David Jones,0,0,0,0,0,0,0
2025-11-14,David Jones,0,0,0,0,0,0,0
2025-11-16,David Jones,0,0,0,0,0,0,0
2025-11-18,David Jones,2,1,2,0,0,0,7
2025-11-20,David Jones,12,5,6,1,3,1,19
2025-10-22,Karlo Matkovic,0,0,0,0,0,0,0
2025-10-24,Karlo Matkovic,0,0,0,0,0,0,0
2025-10-27,Karlo Matkovic,0,0,0,0,0,0,3
2025-10-29,Karlo Matkovic,2,0,0,0,0,0,4
2025-10-31,Karlo Matkovic,0,2,0,0,0,1,3
2025-11-02,Karlo Matkovic,4,2,0,0,0,0,7
2025-11-04,Karlo Matkovic,13,6,2,0,0,1,15
2025-11-05,Karlo Matkovic,2,2,0,0,0,0,10
2025-11-08,Karlo Matkovic,4,5,0,0,0,0,9
2025-11-10,Karlo Matkovic,11,2,2,1,0,1,17
2025-11-12,Karlo Matkovic,5,3,1,1,0,1,14
2025-11-14,Karlo Matkovic,4,3,0,0,0,1,13
2025-11-16,Karlo Matkovic,4,2,3,0,2,0,20
2025-11-17,Karlo Matkovic,10,6,2,2,0,1,22
2025-11-19,Karlo Matkovic,0,0,0,0,0,0,0
2025-10-22,Emanuel Miller,0,0,0,0,0,0,0
2025-10-25,Emanuel Miller,0,0,0,0,0,0,0
2025-10-27,Emanuel Miller,0,0,0,0,0,0,0
2025-10-29,Emanuel Miller,0,0,0,0,0,0,0
2025-10-31,Emanuel Miller,0,0,0,0,0,0,0
2025-11-02,Emanuel Miller,0,0,0,0,0,0,0
2025-11-04,Emanuel Miller,0,0,0,0,0,0,0
2025-11-07,Emanuel Miller,0,0,0,0,0,0,0
2025-11-08,Emanuel Miller,0,0,0,0,0,0,0
2025-11-10,Emanuel Miller,0,0,0,0,0,0,0
2025-11-12,Emanuel Miller,0,0,0,0,0,0,0
2025-11-16,Emanuel Miller,0,0,0,0,0,0,0
2025-11-17,Emanuel Miller,0,0,0,0,0,0,0
2025-11-19,Emanuel Miller,0,0,0,0,0,0,0
2025-10-22,Riley Minix,0,1,0,0,0,0,2
2025-10-24,Riley Minix,0,0,0,0,0,0,0
2025-10-26,Riley Minix,0,0,0,0,0,0,0
2025-10-27,Riley Minix,0,0,1,0,0,0,2
2025-10-30,Riley Minix,0,0,0,0,0,0,0
2025-11-02,Riley Minix,9,1,0,1,1,0,5
2025-11-05,Riley Minix,0,0,0,0,0,0,0
2025-11-07,Riley Minix,0,0,0,0,0,0,0
2025-11-08,Riley Minix,0,0,0,0,0,0,0
2025-11-10,Riley Minix,0,0,0,0,0,0,0
2025-11-12,Riley Minix,0,0,0,0,0,0,0
2025-11-14,Riley Minix,0,0,0,0,0,0,0
2025-11-16,Riley Minix,0,0,0,0,0,0,0
2025-11-18,Riley Minix,0,0,0,0,0,0,0
2025-11-20,Riley Minix,0,0,0,0,0,0,0
2025-10-22,Daeqwon Plowden,0,0,0,0,0,0,0
2025-10-24,Daeqwon Plowden,0,0,0,0,0,0,0
2025-10-26,Daeqwon Plowden,0,0,0,0,0,0,0
2025-10-28,Daeqwon Plowden,0,0,0,0,0,0,0
2025-10-29,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-01,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-03,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-05,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-07,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-09,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-11,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-12,Daeqwon Plowden,2,2,0,0,0,0,14
2025-11-14,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-16,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-19,Daeqwon Plowden,0,0,0,0,0,0,0
2025-11-20,Daeqwon Plowden,0,0,0,0,0,0,0
2025-10-21,Jackson Rowe,0,0,0,0,0,0,0
2025-10-23,Jackson Rowe,0,0,0,0,0,0,0
2025-10-24,Jackson Rowe,0,0,0,0,0,0,0
2025-10-27,Jackson Rowe,0,0,0,0,0,0,0
2025-10-28,Jackson Rowe,0,0,0,0,0,0,0
2025-10-30,Jackson Rowe,0,0,0,0,0,0,0
2025-11-01,Jackson Rowe,0,0,0,0,0,0,0
2025-11-04,Jackson Rowe,0,0,0,0,0,0,0
2025-11-05,Jackson Rowe,0,0,0,0,0,0,0
2025-11-07,Jackson Rowe,0,0,0,0,0,0,0
2025-11-09,Jackson Rowe,0,0,0,0,0,0,0
2025-11-11,Jackson Rowe,0,0,0,0,0,0,0
2025-11-12,Jackson Rowe,0,0,0,0,0,0,0
2025-11-14,Jackson Rowe,0,0,0,0,0,0,0
2025-11-16,Jackson Rowe,0,0,0,0,0,0,0
2025-11-18,Jackson Rowe,0,0,0,0,0,0,0
2025-11-19,Jackson Rowe,0,0,0,0,0,0,0
2025-10-22,Trentyn Flowers,0,0,0,0,0,0,0
2025-10-25,Trentyn Flowers,0,0,0,0,0,0,0
2025-10-27,Trentyn Flowers,0,0,0,0,0,0,0
2025-10-29,Trentyn Flowers,0,0,0,0,0,0,0
2025-10-31,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-02,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-04,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-07,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-08,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-10,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-12,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-16,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-17,Trentyn Flowers,0,0,0,0,0,0,0
2025-11-19,Trentyn Flowers,0,0,0,0,0,0,0
2025-10-23,Spencer Jones,0,0,0,0,1,0,6
2025-10-25,Spencer Jones,0,0,0,0,1,0,3
2025-10-27,Spencer Jones,0,0,0,0,0,0,1
2025-10-29,Spencer Jones,2,1,0,0,0,0,6
2025-10-31,Spencer Jones,0,0,0,0,0,0,0
2025-11-03,Spencer Jones,0,0,0,0,0,0,0
2025-11-05,Spencer Jones,0,0,0,0,0,0,0
2025-11-07,Spencer Jones,2,0,0,0,1,0,4
2025-11-08,Spencer Jones,6,1,2,1,0,1,20
2025-11-11,Spencer Jones,0,0,0,0,0,0,0
